Text,IsToxic,text_clean,text_stemmed,augmented
I can't tell if this is a racist cop or a dumb guy messing with cops. I hate that they make Michael brown seem like a holy man and he is not but that does not make it right to kill him. It's so confusing. ,0,cant tell racist cop dumb guy messing cop hate make michael brown seem like holy man make right kill confusing,cant tell racist cop dumb guy mess cop hate make michael brown seem like holi man make right kill confus,original
Gentle gentl giant,0,gentle gentl giant,gentl gentl giant,original
Link between poor little tryvon martin and little mr brown? Yeah they were both thug's that tired to beat the white person into the ground and got shot for their effords...end of story,1,link poor little tryvon martin little brown yeah thug tired beat white person ground got shot effordsend story,link poor littl tryvon martin littl brown yeah thug tire beat white person ground got shot effordsend stori,original
5:09 plain n simple truth,0,plain simple truth,plain simpl truth,original
finally a black person with a unbiased opinion. An incredibly high percentage of black lives are lost among themselves and only an extremely small fraction from police.  Black people need to take responsibility for their violence.,1,finally black person unbiased opinion incredibly high percentage of black lives lost among an extremely small fraction police blacks need to take responsibility violence,final black person unbias opinion incred high percentag black life lost among extrem small fraction polic black peopl need take respons violenc,back_translation
Buy ak47 shoot all USA copa,1,buy shoot usa cup,buy shoot usa copa,back_translation
"you obviously take whoever's word for whatever happened if you're taking an unpopular stance. you try so hard to justify any stance that is contrary to the norm, and although ive loved many of your videos i can no longer watch you take the word of the law enforcement one day and then distrust government the next day. you are insincere, stefan molyneux

-MW",0,obviously take whoevers word whatever happened youre taking unpopular stance try hard justify stance contrary norm although ive loved many video longer watch take word law enforcement one day distrust government next day insincere stefan molyneux,obvious take whoever word whatev happen your take unpopular stanc tri hard justifi stanc contrari norm although ive love mani video longer watch take word law enforc one day distrust govern next day insincer stefan molyneux,original
Peggy you should watch life leadership revolution videos. these people are very smart and very good mentors. really think if you did some research and training you would be a great leader. keep up the great work,0,peggy watch life leadership revolution video people smart good mentor really think research training would great leader keep great work,peggi watch life leadership revolut video peopl smart good mentor realli think research train would great leader keep great work,original
"The US Justice Department has audited the Ferguson Police Department and found 180 counts of excessive use of police force against African-Americans from 2009-2014.  In addition, they found 7 emails containing discriminatory language on Department computers.  The Federal government is pursuing a criminal case against the Ferguson Police Department.  I wonder if Bob McCulloch will try to defend this one.",0,justice department audited ferguson police department found count excessive use police force africanamericans addition found email containing discriminatory language department computer federal government pursuing criminal case ferguson police department wonder bob mcculloch try defend one,justic depart audit ferguson polic depart found count excess use polic forc africanamerican addit found email contain discriminatori languag depart comput feder govern pursu crimin case ferguson polic depart wonder bob mcculloch tri defend one,original
"wouldve just brought my AR-15 and that wouldve done the job
dont care if i went to jail those nogs would deserve it",1,I would have brought I would have done the job I don't care he went to jail nog he deserved,wouldv brought wouldv done job dont care went jail nog would deserv,back_translation
*Monkey screamin bout honkies intensifies*,1,monkey screamin bout honky intensifies,monkey screamin bout honki intensifi,original
Without that badge they a bitch and a half. So fuck the police!!,1,without badge bitch half fuck police,without badg bitch half fuck polic,original
"So sad, he looked like such a nice young man",0,sad looked like nice young man,sad look like nice young man,original
The drivers should have just ran them over and kept going!,1,driver ran kept going,driver ran kept go,original
we are living in are final days and it's only going to get worse,0,living final day going get worse,live final day go get wors,original
"Every time he interviewed a person I noticed they all ""ghetto"" and can clearly see their education is that of a preschooler. Who ever protested and did all that incredible stupid stuff, Dr Martin Luther King jr would have been disappointed in all of you and I respect him. All the ignorant black people like always ruining things and then they say they didn't do anything and they are always the victims. Wake up stupids you guys aren't the only ones. You're just making America look stupid. ",1,every time interviewed person noticed ghetto clearly see education preschooler ever protested incredible stupid stuff martin luther king would disappointed respect ignorant black people like always ruining thing say didnt anything always victim wake stupid guy arent one youre making america look stupid,everi time interview person notic ghetto clearli see educ preschool ever protest incred stupid stuff martin luther king would disappoint respect ignor black peopl like alway ruin thing say didnt anyth alway victim wake stupid guy arent one your make america look stupid,original
The only time I'd want to see a sniper in the bushes start picking them off one by one,1,time want see sniper bush start picking one one,time want see sniper bush start pick one one,original
I agree time for a race war.,1,agree time race war,agre time race war,back_translation
"White man can't finish his sentence
America needs to wake up!!the truth of murder is there!",1,white man cant finish sentence america need wake upthe truth murder,white man cant finish sentenc america need wake upth truth murder,original
"Molotov cocktail the local drink, and all she wants to do is dance, dance...",0,molotov cocktail local drink want dance dance,molotov cocktail local drink want danc danc,original
"The more those people fuck up America, the more American will fucking hate them. ",1,people fuck america american fucking hate,peopl fuck america american fuck hate,back_translation
10:11 what fucking evidence of by evidence you mean the fact that he was a suspect in an armed robbery and the autopsy reports that's evidence that shows the cop is innocent God damn ,1,damn evidence evidence bad act suspect armed robbery autopsy report that's evidence show police innocent damn,fuck evid evid mean fact suspect arm robberi autopsi report that evid show cop innoc god damn,back_translation
Awesome women.,0,awesome woman,awesom woman,original
Omg when he started rapping I lost it. Lmao,0,omg started rapping lost lmao,omg start rap lost lmao,original
"moral of the story, don't reach for a cops gun because you're probably gunna get shot, white or black",0,moral story dont reach cop gun youre probably gunna get shot white black,moral stori dont reach cop gun your probabl gunna get shot white black,original
"If no state, no cop; no cop, no shooting. So the state is the problem, right? Anarcho-capitalists like Steffan should agree with this nonsense.",0,state cop cop shooting state problem right anarchocapitalists like steffan agree nonsense,state cop cop shoot state problem right anarchocapitalist like steffan agre nonsens,original
"I guess You've never done anything wrong in your life. So according to your analysis, police has right to shoot him six time to make sure he dead. He is already dead. You are very proud of this officer. This tells me everything about you. I hope you have children.",0,guess youve never done anything wrong life according analysis police right shoot six time make sure dead already dead proud officer tell everything hope child,guess youv never done anyth wrong life accord analysi polic right shoot six time make sure dead alreadi dead proud offic tell everyth hope child,original
If this happen I would drive though them if I have to n if a cop does that Shit then they mess up letting them finish what they have to say like have need to get home or work u see how long that line of cars was. holding people up for there bullshit,1,happen would drive though cop shit mess letting finish say like need get home work see long line car holding people bullshit,happen would drive though cop shit mess let finish say like need get home work see long line car hold peopl bullshit,original
"Stop advertising swisher sweets lol , ur a racist point blank  .",1,stop advertising sweet swisher hahaha point blank racist,stop advertis swisher sweet lol racist point blank,back_translation
This is sad. Disgrace to all black people,1,sad misfortune black people,sad disgrac black peopl,back_translation
And if my kid did that I would beat the shit out of him.,1,kid would beat shit,kid would beat shit,original
"Congrats you got your ""Town in flames""
Now roll and live in that 3rd world hell hole
Also try to move out..
OH WAIT
You can't cause your town is now garbage in probably all business markets =p",0,congrats got town flame roll live world hell hole also try move wait cant cause town garbage probably business market,congrat got town flame roll live world hell hole also tri move wait cant caus town garbag probabl busi market,original
Why the hell are they even interviewing him? This guy's such an idiot.,1,hell even interviewing guy idiot,hell even interview guy idiot,original
Some people have seen Mississippi Burning way too many damn times.,0,people seen mississippi burning way many damn time,peopl seen mississippi burn way mani damn time,original
"OK DIPSHITS: I don't care if he's 7 feet tall and 600 pounds.  
1. Call for BACKUP   2. Use pepper spray  3. Use your baton   4. Use your taser  5. Wait for BACKUP  6. Use your GUN
HOW DOES THE SAYING GO A MONKEY WITH BLINDFOLDS AND IT'S HANDS TIED BEHIND IT'S BACK?
ANYWAYS: The preliminary autopsy showed that he was shot 4 times IN LESS LETHAL AREAS before he was EXECUTED WITH 2 GUNSHOT WOUNDS TO THE HEAD!!!!!!!!!",1,Assholes don't care about high foot pound call use backup use pepper spray use baton use taser wait backup use gun saying blindfolded monkey hand tied behind back anyway preliminary autopsy showed shooting time less lethal area executed gunshot wound head,dipshit dont care he foot tall pound call backup use pepper spray use baton use taser wait backup use gun say monkey blindfold hand tie behind back anyway preliminari autopsi show shot time less lethal area execut gunshot wound head,back_translation
Funny to thing the government can be trusted to judge itself. Fucking disgusting. ,1,funny thing government trusted judge fucking disgusting,funni thing govern trust judg fuck disgust,original
deadly force very fine line im not on either side but its brutal out there and theres no winning,0,deadly force fine line either side brutal there winning,deadli forc fine line either side brutal there win,original
She is right Blacks are in the shitter because of themselves not the white man.,1,right black fuck white man,right black shitter white man,back_translation
Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.,1,racial profiling police intimidation robbery store they killed him result fucking excuse man blacks shouldn't be arrested commit strong arm robbery blacks get violent they shouldn't be afraid of being made like animals he actually said he shouldn't worry order hahaha fucking piece of human trash,racial profil polic intimid rob store got kill result fuck excus man black peopl shouldnt get arrest commit strong arm robberi black peopl get violent shouldnt fear get put like anim actual said shouldnt worri warrant lol fuck piec human garbag,back_translation
"Your time sequence of the events are all wrong, there was no 911 call made to report a robbery and officer darren Wilson was not dispatched to any crime scene, even the police chief said that publicly.",0,time sequence event wrong call made report robbery officer darren wilson dispatched crime scene even police chief said publicly,time sequenc event wrong call made report robberi offic darren wilson dispatch crime scene even polic chief said publicli,original
Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,1,hahaha happens greedy rich slime maintain dough uneducated ignorant stupid deal created try irrational reason exercise futility prepare popcorn boil talk about autumn fall walking,lol happen greedi rich slime keep mass uneduc ignor deal stupid creat tri reason irrat exercis futil get popcorn readi boil fall talk fall walk,back_translation
"Thank you Mrs. Hubbard. I am so happy that you said what needs saying. Blacks are allowing their neighborhoods to be destroyed by themselves. Black mother's stand up and be counted. Black fathers keep your ass home and help raise your children. Peggy, Chief & I have your back. Fair winds and following seas shipmate. Slap heard round the world needs to happen a whole lot more my sisters.",0,thank mr hubbard happy said need saying black allowing neighborhood destroyed black mother stand counted black father keep as home help raise child peggy chief back fair wind following sea shipmate slap heard round world need happen whole lot sister,thank mr hubbard happi said need say black allow neighborhood destroy black mother stand count black father keep as home help rais child peggi chief back fair wind follow sea shipmat slap heard round world need happen whole lot sister,original
The drivers should've pounded on them!,1,The driver should have hit,driver shouldv pound,back_translation
I've spread this video everywhere!!!! Awesome!,0,ive spread video everywhere awesome,ive spread video everywher awesom,original
Fuck CNN you corrupt demon worshiping fools,1,fuck cnn corrupt demon worshiper fool,fuck cnn corrupt demon worship fool,back_translation
"You call yourself an anarchist but defend a cop shooting an unarmed civilian. I'm highly disappointed. At the beginning of your video you referred to yourself as a ""square"" because you didn't know what a blunt is. It's much worse than that Stefan, you're incredibly out of touch as evidence by your complete ignorance towards black/hip hop culture and slang. If you were to start smoking blunts and listening to hip hop you would most likely gain a more enlightened understanding of what life is like in lower class America. ",0,call anarchist defend cop shooting unarmed civilian highly disappointed beginning video referred square didnt know blunt much worse stefan youre incredibly touch evidence complete ignorance towards blackhip hop culture slang start smoking blunts listening hip hop would likely gain enlightened understanding life like lower class america,call anarchist defend cop shoot unarm civilian highli disappoint begin video refer squar didnt know blunt much wors stefan your incred touch evid complet ignor toward blackhip hop cultur slang start smoke blunt listen hip hop would like gain enlighten understand life like lower class america,original
1 word: Provocateur........,0,word provocateur,word provocateur,original
"is this true, police originally said robbery had nothing to do with stop??  So why are you claiming he noticed the cigars?",0,true police originally said robbery nothing stop claiming noticed cigar,true polic origin said robberi noth stop claim notic cigar,original
"I agree with Joe that being a cop is an extremely difficult job that not many are qualified to handle. And yes there are lots of good cops out there. However, as intelligent and as unplugged out of the ""matrix"" as Joe always claim to be, he seems to be completely unaware or is ignoring the reality of this country's corrupt prison industrial complex and their ties to our failed judicial system, as well as the racial agenda behind police brutality...",1,okay joe police job extremely difficult many qualified drive yes much good cop however intelligent disconnected matrix joe always claims seems completely unaware ignoring reality country corrupt prison industrial complex tie failed judicial system ok racial agenda behind police brutality,agre joe cop extrem difficult job mani qualifi handl ye lot good cop howev intellig unplug matrix joe alway claim seem complet unawar ignor realiti countri corrupt prison industri complex tie fail judici system well racial agenda behind polic brutal,back_translation
oh brown was armed.....two very big muscular arms,0,brown armedtwo big muscular arm,brown armedtwo big muscular arm,original
That is the best opinion yet. I definitely would of used deadly force myself against someone charging at me after assaulting me prior to that. I carry a gun everywhere I go cause this world is getting crazy.  Thanks for that I'm sharing to everyone I know. ,0,best opinion yet definitely would used deadly force someone charging assaulting prior carry gun everywhere cause world getting crazy thanks sharing everyone know,best opinion yet definit would use deadli forc someon charg assault prior carri gun everywher caus world get crazi thank share everyon know,original
"Let us look at the facts

Moving away - shots fired - 5 or 6 witness
Arms up - shots fire - 4 witness
Dropping to his knees - shot fired - 3 witness
Audio Recording - 10-12 shots in two groups
Video Recording - spontaneous utterances of he had his hands up etc
Fighting with Officer - Officer by others
Fighting over Weapon in car - Officer by others
Weapon discharged in car - Officer by others
Damage to officers eye - Medical report not released
Officers statement - not released Police logs of incident ( radio report) - not released
I forgot an third review of the wounds that showed he was shot at least twice while ""down"".
 
Any witness yet that support the ""unofficial"" officers's version of the incident?",0,let look fact moving away shot fired witness arm shot fire witness dropping knee shot fired witness audio recording shot two group video recording spontaneous utterance hand etc fighting officer officer others fighting weapon car officer others weapon discharged car officer others damage officer eye medical report released officer statement released police log incident radio report released forgot third review wound showed shot least twice witness yet support unofficial officerss version incident,let look fact move away shot fire wit arm shot fire wit drop knee shot fire wit audio record shot two group video record spontan utter hand etc fight offic offic other fight weapon car offic other weapon discharg car offic other damag offic eye medic report releas offic statement releas polic log incid radio report releas forgot third review wound show shot least twice wit yet support unoffici officerss version incid,original
Guy @ 0:34 just got a hard on.....,0,guy got hard,guy got hard,original
"hmm , maybe theres more depth on the subject in the comment section.. nope just a bunch of degenerates.",1,hmm maybe there depth subject comment section nope bunch degenerate,hmm mayb there depth subject comment section nope bunch degener,original
"I watched your Zimmerman case video and you are full of SHIT. I can smell the hate seeping out of you. You bringing up RAP music and what he listens to it, or his sound-cloud is nothing more to make his charcter look as foolish and dangerous as possible. To who ever wants to respond to it this, FUCK YOU AZ WELL>..You go through so much effort to destroy Mike Brown's character by bringing up his smoking habits which have nothing to do with why he got shot. Your tone and the perfectly chosen words you use really makes Brown look like he was ""Unstable"". Look at how much detail u went trhu to slay Brown's character.",1,"i saw the video of the zimmerman case full of shit smells hate seeping in bring rap music listen to soundcloud nothing makes the character look dumb dangerous possible ever want to respond fuck good, a lot of effort destroys mike brown's character bring in the smoking habit nothing got shot perfectly chosen tone use of the word really makes brown look unstable look many details went through killing the brown character",watch zimmerman case video full shit smell hate seep bring rap music listen soundcloud noth make charcter look foolish danger possibl ever want respond fuck wellyou much effort destroy mike brown charact bring smoke habit noth got shot tone perfectli chosen word use realli make brown look like unstabl look much detail went trhu slay brown charact,back_translation
I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,1,wouldn't waste time trying to reason cop spitting thug trying to defend brown criminal losing matter grand jury made their decision live,wouldnt waist time tri reason polic spit thug tri defend crimin brown lose matter grand juri made theyr decis live,back_translation
"hmm , maybe theres more depth on the subject in the comment section.. nope just a bunch of degenerates.",1,"Hmm, maybe there is depth in the comments section of the thread, no, degenerate bunch.",hmm mayb there depth subject comment section nope bunch degener,back_translation
this guy here he needs to grow up.,0,guy need grow,guy need grow,original
We all know with the chimpers there is no compassion in their mud pumping hearts. ,1,know chimpanzees compassion mud pumping heart,know chimper compass mud pump heart,back_translation
I would’ve pressed my m button and shoot the tsar bombar outta my car into them,1,wouldve pressed button shoot tsar bombar outta car,wouldv press button shoot tsar bombar outta car,original
"Stats don`t represent the problem. Race baiting and attitude is. Who`s doing the crimes ? Ohh I bet Trayvon is still the little innocent boy too. Don`t speak with a lisp, a sure sign of a left wing democrat ! ",1,stats dont represent problem race baiting attitude who crime ohh bet trayvon still little innocent boy dont speak lisp sure sign left wing democrat,stat dont repres problem race bait attitud who crime ohh bet trayvon still littl innoc boy dont speak lisp sure sign left wing democrat,original
What a fucking douche bag,1,fucking douche bag,fuck douch bag,original
"Remember that time every other race rioted because someone of their race got shot by a white cop after attacking the officer or waving a gun around?
Remember the huge riot last year when a 13 month old was shot in the head by 2 black kids?

Oh.",1,Remember the time when each race rioted. Someone of the race was shot. White police. Attacking officer waving gun. He remembers a big riot last year. One month old. Shot in the head. Black boy.,rememb time everi race riot someon race got shot white cop attack offic wave gun around rememb huge riot last year month old shot head black kid,back_translation
"Whites should move-out of Ferguson, let's see how nice it becomes after that! East St. Louis, Detroit, Baltimore same thing happened and now look at those cities!!",1,white move ferguson let see nice becomes east louis detroit baltimore thing that happened look city,white moveout ferguson let see nice becom east loui detroit baltimor thing happen look citi,back_translation
"Correction: Black ppl have NEVER been the most violent ppl on this planet.  Now some of what she is saying is true but, when it comes to this black on black crime shit,  don't just single my race out when the same shit happens with other races, all across the globe.",1,correction black ppl never violent ppl planet saying true come black black crime shit dont single race shit happens race across globe,correct black ppl never violent ppl planet say true come black black crime shit dont singl race shit happen race across globe,original
2:22 a piece of shit that has no business wearing even a CHP uniform.,1,piece shit business wearing even chp uniform,piec shit busi wear even chp uniform,original
Where are the trucks with foghorns,0,truck foghorn,truck foghorn,original
The white race is the racist race.,1,white race racist race,white race racist race,back_translation
Advertising & ignorance creates much crime in my opinion.,0,advertising ignorance creates much crime opinion,advertis ignor creat much crime opinion,original
I guess she misread Joe.  Have you ever seen anyone put in their place more swiftly and eloquently?  I'm not even sure she realizes it.,0,guess misread joe ever seen anyone put place swiftly eloquently even sure realizes,guess misread joe ever seen anyon put place swiftli eloqu even sure realiz,original
Peggy I love your video and I once use to stand for black lives matters but now they are using it as an excuse to get away with crime. I know a lot of good blacks who would like their voices heard but their voices are silenced because of this nationwide uproar of black lives matters and their afraid if they say something they could be the next victim.,0,peggy love video use stand black life matter using excuse get away crime know lot good black would like voice heard voice silenced nationwide uproar black life matter afraid say something could next victim,peggi love video use stand black life matter use excus get away crime know lot good black would like voic heard voic silenc nationwid uproar black life matter afraid say someth could next victim,original
"When did coming towards the officer is the same thing as charging the officer, if that person is 35 feet away! No other eyewitness is saying that",0,coming towards officer thing charging officer person foot away eyewitness saying,come toward offic thing charg offic person foot away eyewit say,original
They need to shoot those racist fucktards,1,need shoot racist fucktards,need shoot racist fucktard,original
They need to shoot those racist fucktards,1,I need to shoot the racist motherfuckers,need shoot racist fucktard,back_translation
"I'm sure michael brown knew the killer of the young girl and considered him his ""homeboy""",0,sure michael brown knew killer young girl considered homeboy,sure michael brown knew killer young girl consid homeboy,original
"It's people like this guy that makes America shake it's head.

Nawamsain'?

No the fuck we don't.",0,people like guy make america shake head nawamsain fuck dont,peopl like guy make america shake head nawamsain fuck dont,original
"Love it I same the saem thing Go Peggy!  #stupid  
Ya Killing ya selves more quicker than  STLPD could ever  #wakeup",0,love saem thing peggy stupid killing self quicker stlpd could ever wakeup,love saem thing peggi stupid kill self quicker stlpd could ever wakeup,original
"STFU YOU MUSLIM PIECE OF SHIT!  the cops should have fired ten rounds into his ass.

or better still... lets cut his head off and pour pigs blood down his throat. I am willing to bet it was them dirty fckn Islamic bastards that set those fires and not even the blacks that did.",1,"stfu muslim piece of shit police shot ten bullets, better yet let cut off head pour pig's blood down throat willing to bet dirty fucking islamic bastard set fire even black",stfu muslim piec shit cop fire ten round as better still let cut head pour pig blood throat will bet dirti fckn islam bastard set fire even black,back_translation
Ms. Hubbard I have ABSOLUTE respect for you. Wish you would run for office any level. You got bigger balls than most male politicians. You call it like it is BRAVO!,0,hubbard absolute respect wish would run office level got bigger ball male politician call like bravo,hubbard absolut respect wish would run offic level got bigger ball male politician call like bravo,original
The only good CNN anchor I have ever seen...,0,good cnn anchor ever seen,good cnn anchor ever seen,original
"German Police is pretty ""nice"" but even they would have beat these protestors",0,german police pretty nice even would beat protestors,german polic pretti nice even would beat protestor,original
"some get pay to protest, and so if you ask what they protesting some have no idea but just flow along,,, by all mean i would run them over and the most fuck up system in us is they cant be arrest but those drive thru them will be arrest that's fuck up system in america, it's ok to have the voice and the right but at no right block off traffic",1,get pay protest ask protesting idea flow along mean would run fuck system cant arrest drive thru arrest thats fuck system america voice right right block traffic,get pay protest ask protest idea flow along mean would run fuck system cant arrest drive thru arrest that fuck system america voic right right block traffic,original
"It is better for society, for the ""greater good,"" that Michael Brown went off the rails now, before he got ushered through college life on an athletic scholarship and became a ""Brown killer"" like O.H.Simpson. became.  O.lJ. was found civilly liable, y'know.",1,better society greater good michael brown went rail got ushered college life athletic scholarship became brown killer like ohsimpson became olj found civilly liable yknow,better societi greater good michael brown went rail got usher colleg life athlet scholarship becam brown killer like ohsimpson becam olj found civilli liabl yknow,original
"More of Your corrupt police will be harmed now. They are not safe from me. I will defend my self by fighting back and shooting them DEAD, so get your will's ready, cause its on!  catalyst? the facts of the city/town/government/usa, are the CATALYST. This pot has been boiling over for too many years, and now you have the generation that will bring the equalizer to your door step, We also have a PURGE; you will feel its effect. ",1,corrupt police harmed safe defend self fighting back shooting dead get will ready cause catalyst fact citytowngovernmentusa catalyst pot boiling many year generation bring equalizer door step also purge feel effect,corrupt polic harm safe defend self fight back shoot dead get will readi caus catalyst fact citytowngovernmentusa catalyst pot boil mani year gener bring equal door step also purg feel effect,original
Bored stupid kids,1,bored stupid kid,bore stupid kid,original
The lady at 7:30. hahahaha,0,lady hahahaha,ladi hahahaha,original
BlackLivesMatter was built on deceit and lies,1,blacklivesmatter built deceit lie,blacklivesmatt built deceit lie,original
Is it really that hard just to open fire,1,really hard open fire,realli hard open fire,original
"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",1,let reverse roll black racist cop rich white communitiesbut cant prove racist white man get pissed intolerable condition unload several clip high caliber ammo point blank range audacity questioning authority american need full alert elitist agenda set president questioning authority elitist upperclass problem prison culture cia drug cartel exporting job importing cheap labor elitist get bailed support corrupt system turn around get past race issue govt incites divide working class hardly call working class govt put everyone work homeless class let get western history role big money play clusterfuck designed destroy nation destroyed point get back ask,let revers roll black racist cop rich white communitiesbut cant prove racist white man get piss intoler condit unload sever clip high calib ammo point blank rang audac question author american need full alert elitist agenda set presid question author elitist upperclass problem prison cultur cia drug cartel export job import cheap labor elitist get bail support corrupt system turn around get past race issu govt incit divid work class hardli call work class govt put everyon work homeless class let get western histori role big money play clusterfuck design destroy nation destroy point get back ask,original
"mmh 2 years already, still the same moronic bullshit going on in your shit ass country",1,mmh year is still stupid shit going to shit as a country,mmh year alreadi still moron bullshit go shit as countri,back_translation
"What point are you trying to make?  Is it that blacks don't have ""Equal Opportunity"" in Ferguson - are you suggesting city counsel should give a young black man/woman a job because they are black?? Is it that black people in Ferguson are treated unfairly by law enforcement - are you suggesting the black community are law biding citizens that break the law less than white people and cops just arrest black citizens for fun and sport??  Do you even know the true reason why the black community is rioting and looting?  Have you even asked why?  Did you see rioting and looting break out in Knoxville when a young white couple was kidnapped, brutally rapped and eventually murdered by black men and woman?  I wonder if it just comes down to Racism and plain stupidity?  Mr. Brown was no Angel, study the facts and stay away from the emotion and skin color!",0,point trying make black dont equal opportunity ferguson suggesting city counsel give young black manwoman job black black people ferguson treated unfairly law enforcement suggesting black community law biding citizen break law less white people cop arrest black citizen fun sport even know true reason black community rioting looting even asked see rioting looting break knoxville young white couple kidnapped brutally rapped eventually murdered black men woman wonder come racism plain stupidity brown angel study fact stay away emotion skin color,point tri make black dont equal opportun ferguson suggest citi counsel give young black manwoman job black black peopl ferguson treat unfairli law enforc suggest black commun law bide citizen break law less white peopl cop arrest black citizen fun sport even know true reason black commun riot loot even ask see riot loot break knoxvil young white coupl kidnap brutal rap eventu murder black men woman wonder come racism plain stupid brown angel studi fact stay away emot skin color,original
Ferguson 2014: Protesters Flip Police Car | The New York Times,0,ferguson protester flip police car new york time,ferguson protest flip polic car new york time,original
Very respectable woman,0,respectable woman,respect woman,original
"The Arab dude is absolutely right, he should have not been shot 6 extra time. Shoot him once if hes attacking you and that would stop his attack. Shoot him twice if he's still attacking you, but six times? That is shoot to kill in my opinion. ",0,arab dude absolutely right shot extra time shoot he attacking would stop attack shoot twice he still attacking six time shoot kill opinion,arab dude absolut right shot extra time shoot he attack would stop attack shoot twice he still attack six time shoot kill opinion,original
"Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.",1,Check tube post black man go rant epic Ferguson troublemaker though message delivered childish cartoonish emotion an African American get,check tube post black man go epic rant ferguson rioter although messag deliv childish cartoonish emot one african american get,back_translation
"How the fuck is this peaceful? Gun and gas this human road block, problem solved.",1,"Fuck, peaceful, gun, gas, human, roadblock problem solved.",fuck peac gun ga human road block problem solv,back_translation
It's sad that I have to watch a YouTube video to get a non biased report about what's going on in Ferguson! Thank You!,0,sad watch youtube video get non biased report whats going ferguson thank,sad watch youtub video get non bias report what go ferguson thank,original
RUN THEM OVER,1,run,run,back_translation
run them over,1,run,run,back_translation
Denny was brained also with a fire extinguisher.,0,denny brained also fire extinguisher,denni brain also fire extinguish,original
here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist ,1,people facebook tie isi terrorist group muslim extremist,peopl facebook tie isi terrorist group muslim extremist,back_translation
"Brown isused as an excuse to loot take peoples shit and destroy neighborhoods , haaaa typical ghetto bullshit. Ya ain't even hood, ya just ghetto bitches collecting free rent from the govt while fighting the govt. same occupy Wall Street fagets have nothing else to do , go clean the highways !!!!!",1,brown used excuse loot take people shit destroy neighborhood haaaa typical ghetto shit not even hood ghetto bitch charging free rent government fighting the government occupy wall street faggots just clean the road,brown isus excus loot take peopl shit destroy neighborhood haaaa typic ghetto bullshit aint even hood ghetto bitch collect free rent govt fight govt occupi wall street faget noth els clean highway,back_translation
#blacklivesdontmatter,1,blacklivesdontmatter,blacklivesdontmatt,original
"some get pay to protest, and so if you ask what they protesting some have no idea but just flow along,,, by all mean i would run them over and the most fuck up system in us is they cant be arrest but those drive thru them will be arrest that's fuck up system in america, it's ok to have the voice and the right but at no right block off traffic",1,get payment protest ask protest idea flow means raid fuck system can't arrest drive through arrest that's fuck system america voice right right block traffic,get pay protest ask protest idea flow along mean would run fuck system cant arrest drive thru arrest that fuck system america voic right right block traffic,back_translation
"Very interesting, and informative. ",0,interesting informative,interest inform,original
Kill all protesters,1,kill a protester,kill protest,back_translation
"Very informative, really appreciate this video!",0,informative really appreciate video,inform realli appreci video,original
"The city is full of really, really, really dumb people.  Can't try to reason with them.",1,city full really really really dumb people cant try reason,citi full realli realli realli dumb peopl cant tri reason,original
did the police charge them?,0,police charge,polic charg,original
You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,1,people sick man speaking truth yall mad trying justify young boy nothing shot killed smh yall devil disease earth ill glad sun burn ass extinction planet back half animal half devil cave beast,peopl sick man speak truth yall mad tri justifi young boy noth shot kill smh yall devil diseas earth ill glad sun burn ass extinct planet back half anim half devil cave beast,original
Time to test the police guns fire fire.,1,time trial police gun fire fire,time test polic gun fire fire,back_translation
Huge wisdom here for anyone that has ears to listen.,0,huge wisdom anyone ear listen,huge wisdom anyon ear listen,original
After watching the second part of Rest in power the trayvon martin story. I just had the urge to watch this again!,0,watching second part rest power trayvon martin story urge watch,watch second part rest power trayvon martin stori urg watch,original
"Perhaps you should start teaching blacks that law and education is important, instead of treating them as special snowflakes?",1,maybe start teaching black law education is important instead of treating a special snowflake,perhap start teach black law educ import instead treat special snowflak,back_translation
