Text,IsToxic,text_clean
"I just thought about how to deal with this situation as a driver. The only working thing I came up with was getting out of the car, getting other drivers of stoppes cars to come with me and clean the road. But that's self justice. Something we all support irrationally and are against rationally.",1,thought deal situation driver working thing came getting car getting driver stoppes car come clean road thats self justice something support irrationally rationally
"Fucking idiots, get outta the way....some people gotta get to work!",1,fucking idiot get outta waysome people gotta get work
"Too bad nobody ran them down!  Hmmmm? If your dumbass lives matter, then stay the fuck out of the street, DUH!!! 🙄🙄",1,bad nobody ran hmmmm dumbass life matter stay fuck street duh
"run'em over, they're on a freaking freeway",1,runem theyre freaking freeway
"Pepper spray them. For them to create a dangerous situation for motorists they should get put in jail. This isn’t s peaceful protest if they are infringing upon other citizens rights to move freely and about, but cannot due to the blockade of so called protestors creating a dangerous situation.",0,pepper spray create dangerous situation motorist get put jail isnt peaceful protest infringing upon citizen right move freely cannot due blockade called protestors creating dangerous situation
Arrest all of them,0,arrest
"I wish so much that when these types of protesters come out they would all be arrested, fined, and taught the law...",0,wish much type protester come would arrested fined taught law
This made me mad why didn’t you just point guns at them,0,made mad didnt point gun
"They should all be arrested for blocking a highway. If you want to protest, do it somewhere else.",0,arrested blocking highway want protest somewhere else
They should have protest in furgison not in So Cal. Take the fight to wear it started,0,protest furgison cal take fight wear started
Do people not realize blocking roads and pissing people off do not get people onto your side,0,people realize blocking road pissing people get people onto side
If I ever get in a situation where I can run these assholes over...*I WILL*,1,ever get situation run asshole overi
just run there stupid ass over. there stupid enough to stand in the middle of a freeway,1,run stupid as stupid enough stand middle freeway
If I was there I will sue them for the time they wast ...,0,sue time wast
These Californians deserve this backup since they elect people that allow this to happen without consequences. If they tried that where I lived they would be shot at and runned over.,1,californian deserve backup since elect people allow happen without consequence tried lived would shot runned
"There's a lot more drivers there, they should have banded together and collectively beat the living shit out of every one of those little pricks.",1,there lot driver banded together collectively beat living shit every one little prick
run them over,1,run
The crazy thing is I thought offices never do anything I want of random people over,0,crazy thing thought office never anything want random people
Would’ve been satisfying if someone threw a Molotov in the middle of the group.,1,wouldve satisfying someone threw molotov middle group
Run them over. Ignorant fucks the world will do better without them,1,run ignorant fuck world better without
One paintball gun is all it takes.,1,one paintball gun take
Tell them they are breaking the law by blocking an interstate and traffic will be let through. If you get hit by vehicles after being told to leave not only will the drivers of the vehicles noy be charged but any injuries incurred will be billed to the retards standing in the street.,1,tell breaking law blocking interstate traffic let get hit vehicle told leave driver vehicle noy charged injury incurred billed retard standing street
"This is where the gas grenades, pepper spray and knight stick would be applied",0,gas grenade pepper spray knight stick would applied
"I don't get it. Aren't they protesting to like, the wrong people?",0,dont get arent protesting like wrong people
can’t you just stand on the side of the freeway instead of blocking thousands of cars,0,cant stand side freeway instead blocking thousand car
If a patient is ever in an ambulance during this and get injured worse because they can’t make it to the hospital the protestors should be liable and if they die then the protestors should be charged with man slaughter,1,patient ever ambulance get injured worse cant make hospital protestors liable die protestors charged man slaughter
You should be legally allowed to run them down with no consequences,1,legally allowed run consequence
"Give me the keys to a county Snowplow,,, I'll get that road open ASAP !",1,give key county snowplow ill get road open asap
And if my kid did that I would beat the shit out of him.,1,kid would beat shit
If this happen I would drive though them if I have to n if a cop does that Shit then they mess up letting them finish what they have to say like have need to get home or work u see how long that line of cars was. holding people up for there bullshit,1,happen would drive though cop shit mess letting finish say like need get home work see long line car holding people bullshit
Idiotz,1,idiotz
Stupid niggers,1,stupid nigger
"I don't give a fuck what it is they're protesting about. DON'T BLOCK FUCKING TRAFFIC YOU CUNTS. Why piss on everyone else's day? Honestly such cunts. There should be a law where if you intentionally block traffic, drivers reserve the right to run you the fuck over. It's just quickening the Darwinism process anyway.",1,dont give fuck theyre protesting dont block fucking traffic cunt piss everyone elses day honestly cunt law intentionally block traffic driver reserve right run fuck quickening darwinism process anyway
How did they get the Time off from work?  JK,0,get time work
"Those dumb fucks, screwing fellow citizens over instead of protesting against the police. 🤦‍♂️",1,dumb fuck screwing fellow citizen instead protesting police
I would’ve pressed my m button and shoot the tsar bombar outta my car into them,1,wouldve pressed button shoot tsar bombar outta car
Everyone wants to be the next MLK but the issue is that there aren't problems in the US anymore that require another MLK.,0,everyone want next mlk issue arent problem anymore require another mlk
It's hilarious seeing these morons get hit by cars,1,hilarious seeing moron get hit car
RUN THEM OVER,1,run
how NOT to do a protest,0,protest
"I understand the point black lives do matter but blocking off traffic like that like WTH is that gonna do... There is people that need to go places hospitals, family,work ,etc and this to me is just plane stupid",1,understand point black life matter blocking traffic like like wth gonna people need place hospital familywork etc plane stupid
"1)  Obstructing interstate commerce is a Federal Felony offence.
2)  The cops are useless.
3)   BLM is the democrats modern version of the racist terroristic KKK they also created.
4)  These are not protesters they are rioters.
5)  The drivers of the first row of cars are wimps.
6)  Imagine dying in a ambulance stopped in a traffic jam miles long.",1,obstructing interstate commerce federal felony offence cop useless blm democrat modern version racist terroristic kkk also created protester rioter driver first row car wimp imagine dying ambulance stopped traffic jam mile long
Where are the trucks with foghorns,0,truck foghorn
These people did more to hurt their cause than help it that day. No one that is rational is on the blacklivesmatter side anymore.,0,people hurt cause help day one rational blacklivesmatter side anymore
A Supra needs to let off if that happens,0,supra need let happens
Signs saying black lives matter and they are blocking black and white people. wtf?,1,sign saying black life matter blocking black white people wtf
Should have dealt with them with force,0,dealt force
Drive through them,1,drive
Stupid American,1,stupid american
If it was me I would have just kept going if you get hit you get hit I'd slowly push my way through ppl  who did that need to grow the fuck up,1,would kept going get hit get hit slowly push way ppl need grow fuck
It should be a law if there a protesters blocking the street you should be leagaly allowed to run them over,1,law protester blocking street leagaly allowed run
pepper spray the cunts. They will run.,1,pepper spray cunt run
Bunch of pussies who have nothing better to do than to cry about problems that are only escalated because they do stupid shit like this,1,bunch pussy nothing better cry problem escalated stupid shit like
I'm not informed 100% about what exactly is going on but that was fucked up! I'm trying to find reliable resources to understand this. I can't believe that it is 2014 and thing like this is still happening. ,0,informed exactly going fucked trying find reliable resource understand cant believe thing like still happening
the people in ferguson have to loot! the oly thing the goverment cares about is the economy! fuck it up n they will make an effort to stop crooked cops!,1,people ferguson loot oly thing goverment care economy fuck make effort stop crooked cop
good quality !,0,good quality
Wow...........,0,wow
Welcome to New World Order.,1,welcome new world order
"Who the hell cares if there are  people peacefully protesting? If the police feels threatened they are gonna act. I say, blow them fuckers in the face with some tg. That is what follows a riot.",1,hell care people peacefully protesting police feel threatened gonna act say blow fucker face follows riot
I want to toss one of those gernades lol not at anyone of course but at a range that would be the fucking shit,1,want toss one gernades lol anyone course range would fucking shit
"Ah... memories.
Btw, you brought the fireworks.",0,memory btw brought firework
Stuff like this is one of the reasons why people associate violence and danger with black people.,1,stuff like one reason people associate violence danger black people
That was awesome,0,awesome
"I love this lady!!!

We need more strong women like Peggy Hubbard!!",0,love lady need strong woman like peggy hubbard
"Peggy, Im a Native american, and I LOVE YOU HONEY",0,peggy native american love honey
Huge wisdom here for anyone that has ears to listen.,0,huge wisdom anyone ear listen
Mrs. Hubbard . . . you get it .. Jamyla Bolden died so needlessly ..,0,mr hubbard get jamyla bolden died needlessly
Amen Amen sister you go you strong black woman i got your back,0,amen amen sister strong black woman got back
A Stand Up Woman speaking the Truth. I applaud You... You have more guts then most Young Lady.,0,stand woman speaking truth applaud gut young lady
Peggy: you are blessed with so much courage & heart!! Thank you for your honesty & passion in this matter! #whatawoman,0,peggy blessed much courage heart thank honesty passion matter whatawoman
This Lady should be the first guest speaker at all of Al Sharpton’s rallies.  Seriously,0,lady first guest speaker sharptons rally seriously
I love this woman. THIS is a voice that matters. Fuck black lives matter.,1,love woman voice matter fuck black life matter
"Thats a real parent, a real mother. Nothing but real talk right there. She learned well from her mom.  A voice of truth in a sea of bullshit.",0,thats real parent real mother nothing real talk right learned well mom voice truth sea bullshit
finally a black person with a unbiased opinion. An incredibly high percentage of black lives are lost among themselves and only an extremely small fraction from police.  Black people need to take responsibility for their violence.,1,finally black person unbiased opinion incredibly high percentage black life lost among extremely small fraction police black people need take responsibility violence
"Thank you for the truth, and speaking for the innocent.",0,thank truth speaking innocent
This is sad. Disgrace to all black people,1,sad disgrace black people
My mother told me the same thing.  God Bless this woman.,0,mother told thing god bless woman
"This gal calls it spot on! Way to go Ms.Peggy, way to go!",0,gal call spot way mspeggy way
When I c the blk lives matter bullshit.....witch I call bullshit 5 black people were killed in a five period in Newark nj where were they....... I call Bullshitb,1,blk life matter bullshitwitch call bullshit black people killed five period newark call bullshitb
"Love it I same the saem thing Go Peggy!  #stupid  
Ya Killing ya selves more quicker than  STLPD could ever  #wakeup",0,love saem thing peggy stupid killing self quicker stlpd could ever wakeup
Niggas love being the victim in any situation that's why I separate my from them and other black people need to do the same,1,nigga love victim situation thats separate black people need
"Oh that politicians had the same style of oratory! Peggy Hubbard, in one short video, rings out a message that is loud and clear.....to those who will listen. Ok, I'm in England and thankfully we don't have a gun culture; but I've seen enough of the American scene in my time to know that Peggy drops all the hang-wringing crap to tell it as it is.
Her words should be written down and posted in the White House.....mavbe someone there would listen and act.",0,politician style oratory peggy hubbard one short video ring message loud clearto listen england thankfully dont gun culture ive seen enough american scene time know peggy drop hangwringing crap tell word written posted white housemavbe someone would listen act
everyone share this......this women is awesome,0,everyone share thisthis woman awesome
This is REAL black leadership. Real revolutionary radicalism!,0,real black leadership real revolutionary radicalism
Respect!,0,respect
Thanks for being a voice of sanity in the black community Peggy.,0,thanks voice sanity black community peggy
"Wow!...people like me can't say these things she RIGHTLY says, because the ""PC police"" will get offended, tag me as racist, and therefore no truth I might speak is given credence....society as we know it. But her speaking the truth magnifies it like no one else could. Why aren't we elevating people like her to school boards, city councils, mayors, state and national office?",0,wowpeople like cant say thing rightly say police get offended tag racist therefore truth might speak given credencesociety know speaking truth magnifies like one else could arent elevating people like school board city council mayor state national office
And she's a US Navy vet. Mad respect,0,shes navy vet mad respect
"+ ~ day day ~
+ thisisacommentary

Here's some truth for you!",0,day day thisisacommentary here truth
"So this bitch is talking about people like Dylan Roof, James Holmes, Jared Loughner, Jerad Miller, Tim McVeigh, Jared Loughner, Jim David Adkisson, Paul Hill, Scott Roeder, Frazier Glen Miller Jr. Elliot Rodger, Buford O' Furrow, John R Houser, etc,. then RIGHT?",1,bitch talking people like dylan roof james holmes jared loughner jerad miller tim mcveigh jared loughner jim david adkisson paul hill scott roeder frazier glen miller elliot rodger buford furrow john houser etc right
"Thank you for being real. When I heard about the little girl I thought the same thing.
Where is the rage! The Media and who is ever behind them want to promote racial tensions and nobody in the black community wants to talk about the elephant in the room. Its almost like everything in the media and music scene promotes a thug life.",0,thank real heard little girl thought thing rage medium ever behind want promote racial tension nobody black community want talk elephant room almost like everything medium music scene promotes thug life
Peggy is my hero..,0,peggy hero
Awesome women.,0,awesome woman
"i think alot of black people are tired with gun violence and gangs and ignorance in their communities and want it to stop
  and yes their are bad people of all races but whats gets to me with that statement when you talk about things in the black commuity people are so quick to say their are bad people in every race and say your putting blacks down when you just want your people do better and caring their selfs in a repectful way",0,think alot black people tired gun violence gang ignorance community want stop yes bad people race whats get statement talk thing black commuity people quick say bad people every race say putting black want people better caring self repectful way
*Tips hat to this class A lady. Well spoken!,0,tip hat class lady well spoken
If only more black people were like her...,0,black people like
She is right Blacks are in the shitter because of themselves not the white man.,1,right black shitter white man
"Obama should be saying exactly what this lady is saying.  Instead, he's defending the thugs.  She should clean up her language, however.",1,obama saying exactly lady saying instead he defending thug clean language however
"So proud of a woman & mother that stands on principle, morality & just plain common sense! And not afraid to go against the tide of her cultures wrong path! Kudos to you Peggy & also to the mother of the 2 kids in Hattiesburg, Ms. That killed 2 police officers... Then stands up and takes responsibility, as we all should. You two are wonderful role models and my latest heroines!",0,proud woman mother stand principle morality plain common sense afraid tide culture wrong path kudos peggy also mother kid hattiesburg killed police officer stand take responsibility two wonderful role model latest heroine
"basically she's doing more than talking. black lives do matter, but I guess when looting and rioting take place only for an asshole whose robbed and druged up the community . She hits on all points and was on CNN. She believes there is police brutality and Wants reforms, she knows theres racism, but she also knows nobody is going to take. a fucking second  look at black rights till black people take a stand against self destruction.",0,basically shes talking black life matter guess looting rioting take place asshole whose robbed druged community hit point cnn belief police brutality want reform know there racism also know nobody going take fucking second look black right till black people take stand self destruction
I've spread this video everywhere!!!! Awesome!,0,ive spread video everywhere awesome
"Thank you, Peggy!",0,thank peggy
The female Uncle Ruckus,0,female uncle ruckus
Well damn. Good for her,0,well damn good
"Im a white person who always thought everyone should be treated fairly.
With BLM and creating a bunch of bull and threatening my life and others by making it harder for cops to take out the bad guys, maybe not drawing their weapon fast enough or killing the spirit of being a hero or killing the spirit of NOT putting out 110% and doing JUST enough to comply. (No more rushing into burning houses type of thing) from a few bad cops

And with the neighborhood gangs in my neighborhood having the heat taken off them. Emboldening them.

 And not the spirit of ALL lives matter (A form of racism in itself)

BLM is causing a feeling that Black Lives don't matter.

Peggy gave me hope there is still hope that there is still intelligence in the black community. 
So maybe we can still all live together.
I'm one less white guy willing to join the KKK because of Peggy, NOT BLM.",1,white person always thought everyone treated fairly blm creating bunch bull threatening life others making harder cop take bad guy maybe drawing weapon fast enough killing spirit hero killing spirit putting enough comply rushing burning house type thing bad cop neighborhood gang neighborhood heat taken emboldening spirit life matter form racism blm causing feeling black life dont matter peggy gave hope still hope still intelligence black community maybe still live together one less white guy willing join kkk peggy blm
I agree with this sista 100% !!!!!,0,agree sista
"As a black person all I have to say is THANK YOU FOR SPEAKING THE TRUTH. Too many blacks out there causing trouble, dressing like idiots and bring trouble to themselves, killing eachother, causing crimes then they complain the police are after them when they are up to no good. I'm just glad my parents grew me up properly. I stayed away from the garbage.",1,black person say thank speaking truth many black causing trouble dressing like idiot bring trouble killing eachother causing crime complain police good glad parent grew properly stayed away garbage
"Thank you Mrs. Hubbard. I am so happy that you said what needs saying. Blacks are allowing their neighborhoods to be destroyed by themselves. Black mother's stand up and be counted. Black fathers keep your ass home and help raise your children. Peggy, Chief & I have your back. Fair winds and following seas shipmate. Slap heard round the world needs to happen a whole lot more my sisters.",0,thank mr hubbard happy said need saying black allowing neighborhood destroyed black mother stand counted black father keep as home help raise child peggy chief back fair wind following sea shipmate slap heard round world need happen whole lot sister
"You go girl!! ... have listened twice, retweeted twice (first from gateway pundent, second from youtube)  God Bless Ms Hubbard and God's speed with your vid.",0,girl listened twice retweeted twice first gateway pundent second youtube god bless hubbard god speed vid
Great video...Thank you Peggy.,0,great videothank peggy
This Brave woman brought tears to my eyes,0,brave woman brought tear eye
PEGGY HUBBARD for PRESIDENT 2016 !!!!,0,peggy hubbard president
Very respectable woman,0,respectable woman
Too much logic and intelligence.  She must be mixed race with some intelligent white DNA in her.,1,much logic intelligence must mixed race intelligent white dna
AMEN! Tell it like it is sister AMEN!,0,amen tell like sister amen
We need more people like Peggy Hubbard! I support her as Mother of the Year with Common Sense.,0,need people like peggy hubbard support mother year common sense
I think I just fell in love.,0,think fell love
One must be fucking stupid if one attacks a police officer and expects to get away with it without any response from the police.,1,one must fucking stupid one attack police officer expects get away without response police
"I never heard of this woman before.  But, I'm loving what she is saying.  This message is too valuable not to get out there.  Thanks for posting!",0,never heard woman loving saying message valuable get thanks posting
"hit the nail on the head !! black lives matter, guess not when they keep killing each other over stupid shit . like gang loyalty and selling drugs instead of getting an education so you are able to get out of the getto your in . i take my hat off to those parents who raise there chlidren to have values and pride in who they are,cause those are the ones who will make a difference . not the drug dealing gang bangers . the only difference there going to makeis one less for the holiday dinners",0,hit nail head black life matter guess keep killing stupid shit like gang loyalty selling drug instead getting education able get getto take hat parent raise chlidren value pride arecause one make difference drug dealing gang banger difference going makeis one less holiday dinner
"Dear Peggy, can you please be all of our Mother and run for president?",0,dear peggy please mother run president
"Plenty of white people do care, but when they have the exact same views as this woman they are deemed RACIST. I stopped caring",0,plenty white people care exact view woman deemed racist stopped caring
LOOK DEEPER INTO WHY THIS HAPPENS ALL OVER. BLACK PEOPLE DID NOT PUT BLACK PEOPLE IN THIS SITUATION WE ARE ALL IN AS BLACK PEOPLE.  HOPE SHE LEARNS HER HISTORY!,0,look deeper happens black people put black people situation black people hope learns history
I love this woman. wish there were more like her. it would certainly help the cause if more were on the same page...,0,love woman wish like would certainly help cause page
That's just cruel of her as a mom,0,thats cruel mom
She spoke what on others want to say....,0,spoke others want say
This women should get the NOBEL PEACE PRIZE instead of that Antichrist Obama.,0,woman get nobel peace prize instead antichrist obama
Bravo!,0,bravo
"Correction: Black ppl have NEVER been the most violent ppl on this planet.  Now some of what she is saying is true but, when it comes to this black on black crime shit,  don't just single my race out when the same shit happens with other races, all across the globe.",1,correction black ppl never violent ppl planet saying true come black black crime shit dont single race shit happens race across globe
"I'm sure michael brown knew the killer of the young girl and considered him his ""homeboy""",0,sure michael brown knew killer young girl considered homeboy
I love you Peggy.,0,love peggy
yeah what she said save us some tax dollars so we can buy parts for are harleys and ARs LOLOL,0,yeah said save tax dollar buy part harleys ar lolol
"Peggy, I know there are many more fine black women (and men) like you who are sick and tired of the violence and the blame. Thanks for speaking up!",0,peggy know many fine black woman men like sick tired violence blame thanks speaking
"Awesome Job Peggy!  thank you for telling it how it is and the truth!!
 #WeStandWithPeggyHubbard",0,awesome job peggy thank telling truth westandwithpeggyhubbard
"That community should be marching for peace hand in hand for the girl that was killed sitting in her home doing homework. She deserves at least that or society has let her down. Maybe Al Sharpton will lead ...
",0,community marching peace hand hand girl killed sitting home homework deserves least society let maybe sharpton lead
"Truth delivered with the courage of conviction, not political correctness reaches the hearts and minds of the honest, productive and hard-working people. This lady says it like it is.",0,truth delivered courage conviction political correctness reach heart mind honest productive hardworking people lady say like
Right On! Dynamite!,0,right dynamite
You see if Blacks speak  the truth and don't conform to the norm they are considered Uncle Tom's and sell outs,0,see black speak truth dont conform norm considered uncle tom sell out
"So now a days, if you're Conservative, support the Confederate Flag,denies racism,and criticize black people; you're deemed a hero by white people? Lmao. Please get this white woman in black face off my screen",1,day youre conservative support confederate flagdenies racismand criticize black people youre deemed hero white people lmao please get white woman black face screen
REAL strong black woman NOT afraid to speak the TRUTH.,0,real strong black woman afraid speak truth
Peggy I love your video and I once use to stand for black lives matters but now they are using it as an excuse to get away with crime. I know a lot of good blacks who would like their voices heard but their voices are silenced because of this nationwide uproar of black lives matters and their afraid if they say something they could be the next victim.,0,peggy love video use stand black life matter using excuse get away crime know lot good black would like voice heard voice silenced nationwide uproar black life matter afraid say something could next victim
"okay blacklivesmovent thugs  stop with this carp u wanna stand up for a murder but yet a child died by gettin shoot in the cheast all becasue u all wanna act like the plant of the apes movie all because of this excuse me black are killing other blacks and u wanna come after cops and white ppl  and call us names , rastist names all because u  dont get it try lisening to the lawa obeying the the law and stop shooting  inncent ppl  for you own  benfits all of u guys killing other ppl need to be in  jail,",1,okay blacklivesmovent thug stop carp wanna stand murder yet child died gettin shoot cheast becasue wanna act like plant ape movie excuse black killing black wanna come cop white ppl call name rastist name dont get try lisening lawa obeying law stop shooting inncent ppl benfits guy killing ppl need jail
"You freakin' go, girl!!",0,freakin girl
"AMEN!!!, Peggy Hubbard!! Color makes no difference, it's the person on the inside. The innocent nine year old little girl is the one attention should have been on. Some people just want to cause chaos, black and white!! All of what is going on is exactly what Obama wanted,now look at our country and this mess that it's in. I admire your courage and telling it like it is Peggy Hubbard.",1,amen peggy hubbard color make difference person inside innocent nine year old little girl one attention people want cause chaos black white going exactly obama wantednow look country mess admire courage telling like peggy hubbard
one race ( the human race),0,one race human race
"OMG! She is putting it all out there, telling the truth. It's hard, but it's true.",0,omg putting telling truth hard true
"Before integration black people had their own schools , business and  banks !!!!!!  After integration they lost every thing !!!!!!",1,integration black people school business bank integration lost every thing
No! Leave it alone! Don't take it down!,0,leave alone dont take
Wake up Black People.,0,wake black people
"This older, white conservative says Peggy for Vice President! Could you imagine a Trump/Hubbard ticket? WOWEEE WOW!",0,older white conservative say peggy vice president could imagine trumphubbard ticket woweee wow
pretty woman dang!,0,pretty woman dang
"Leave the video. Sometimes the truth hurts.
Thank you for posting the video.",0,leave video sometimes truth hurt thank posting video
"Ask your fellow white liberal press networks and blogs to post this, they won't, they cringe at black conservatism.",1,ask fellow white liberal press network blog post wont cringe black conservatism
She said I need new parts for my Harley lol,0,said need new part harley lol
"Thank you. Finally, a powerful voice for the truth from the black community. 93% of black killings are perpetrated by blacks. For the most part, even the 7% of black murders by non-blacks are not directed at innocent black citizens, but rather drug or gang related. Donald Trump, Star Parker, I hope you are aware of Peggy Hubbard's comments and address this issue as honestly as she has. There needs to be a seat at the table for Ms. Hubbard in the Trump campaign and administration.

Race Mongers like Obama, Eric Holder, Pelosi, Reid, Jessie Jackson, Al Sharpton, the NAACP, the Congressional Black Caucus, Congressional Democrats (of all ethnicities, and on all levels of government), and the mainstream media have all conspired over the last 50 years to turn viable black communities into government-dependent ghettos by knowingly advancing a false narrative of systemic White (conservative) racism.
 
Perhaps their greatest accomplishment is the destruction of the black nuclear family. Seventy-two percent of black children are born to single mothers.  Why get married or limit the number of children you have, when Obama and the progressives will gladly extort taxpayer money to take care of you and your illegitimate children in exchange for guaranteed votes to keep themselves in power.  This master plan and policy insures generations of newly created disaffected and dysfunctional adults who will necessarily become democratic voters.

If the race hustlers mentioned above, reacted in the same way to black on black killings, they could go into those neighborhoods and with their power, wipe out all the gangs, minimize the drug use and give the community some real “hope” and “change.”  It will never happen.  They need black communities to be dependent and feel hopeless in order to maintain their power and control.  They are living the good life off the backs of their own people, while deceiving them into thinking they care.  Just think – if these purveyors of lies and damn lies couldn't make race an issue over the past 40 years they would have to get “real” jobs like the rest of us.",0,thank finally powerful voice truth black community black killing perpetrated black part even black murder nonblacks directed innocent black citizen rather drug gang related donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspired last year turn viable black community governmentdependent ghetto knowingly advancing false narrative systemic white conservative racism perhaps greatest accomplishment destruction black nuclear family seventytwo percent black child born single mother get married limit number child obama progressive gladly extort taxpayer money take care illegitimate child exchange guaranteed vote keep power master plan policy insures generation newly created disaffected dysfunctional adult necessarily become democratic voter race hustler mentioned reacted way black black killing could neighborhood power wipe gang minimize drug use give community real hope change never happen need black community dependent feel hopeless order maintain power control living good life back people deceiving thinking care think purveyor lie damn lie couldnt make race issue past year would get real job like rest
"Peggy, I tip my hat to you.",0,peggy tip hat
I love her. Every thug deserves a slug,1,love every thug deserves slug
"Body cams should also air what the police run into day to day.
Not just when the cop screws up.",0,body cam also air police run day day cop screw
"@ReasonBurger(Twitter)

Powerful. Blunt force trauma powerful. I hope your words change the thinking of those whose concern for black lives is so misplaced.

Thank you for sharing.",0,twitter powerful blunt force trauma powerful hope word change thinking whose concern black life misplaced thank sharing
peggy Hubbard for president,0,peggy hubbard president
"i agree with most what you said, but i can't trust police if they won't arrest crooked pedophile protecting treasonous politicans same thing for military people",1,agree said cant trust police wont arrest crooked pedophile protecting treasonous politicans thing military people
BlackLivesMatter was built on deceit and lies,1,blacklivesmatter built deceit lie
"I dont like generalizations, as she used it in her rant, BUT to her main point she is RIGHT. Chris rock said it best, there are Black people and there are niggaz. A nigga morns a killer that got gunned down in the street, a Black person mourns the loss of INNOCENT human life such as the little girl that got murdered. Based on comments here, the Black to nigga ratio is dropping.",1,dont like generalization used rant main point right chris rock said best black people niggaz nigga morn killer got gunned street black person mourns loss innocent human life little girl got murdered based comment black nigga ratio dropping
"I will tell you what is even more taboo to talk about, something the News Media won't touch with a ten foot pole...*""""Black on White Crime""""*
Blacks sexually assaulted over 30,000 white women in 2005 but fewer than 10 black women were sexually assaulted by white men. Yes, I used 2005 because the BOJ does not make these stats available online anymore stating that ""These statistic may be inflammatory to certain ethnic groups' and this is only the tip of the iceberg.",0,tell even taboo talk something news medium wont touch ten foot poleblack white crime black sexually assaulted white woman fewer black woman sexually assaulted white men yes used boj make stats available online anymore stating statistic may inflammatory certain ethnic group tip iceberg
Peggy you should watch life leadership revolution videos. these people are very smart and very good mentors. really think if you did some research and training you would be a great leader. keep up the great work,0,peggy watch life leadership revolution video people smart good mentor really think research training would great leader keep great work
THE BEST AND MOST HONEST BLACK PEOPLE I'VE EVER KNOW,0,best honest black people ive ever know
Bam..........She said it all !!!,0,bamshe said
"God Bless this lady!   I wish there were more people like her with the same intelligence.   God Bless that little girl who lost her life to thugs, it's so sad.  And not a single one of those animals cares.
# Black lives Matter, MY ASS!    It is               # Innocent LIVES MATTER!",0,god bless lady wish people like intelligence god bless little girl lost life thug sad single one animal care black life matter as innocent life matter
As a Black man I have to say this is needed just as the Black Lives Matter message is needed.. its not either or...its both and.,0,black man say needed black life matter message needed either orits
Ms. Hubbard I have ABSOLUTE respect for you. Wish you would run for office any level. You got bigger balls than most male politicians. You call it like it is BRAVO!,0,hubbard absolute respect wish would run office level got bigger ball male politician call like bravo
"Well said Peggy, your message should be shared with everybody.",0,well said peggy message shared everybody
"Mansur Ball-Bey was not a thug.  He worked at FedEx and was not in the house being served by a Warrant.  He is not on any video brandishing a gun.  He was shot in the back which is illegal in the US for a Police officer to do. 

The St Louis PD isn't releasing data because they know they shot and killed him in error.   Ball-Bey has no criminal record.  

What Hubbard is doing is illegal.  She is going on national TV and slandering the Ball-Bey's son.  Frankly i'd sue her.",0,mansur ballbey thug worked fedex house served warrant video brandishing gun shot back illegal police officer louis isnt releasing data know shot killed error ballbey criminal record hubbard illegal going national slandering ballbeys son frankly sue
After watching the second part of Rest in power the trayvon martin story. I just had the urge to watch this again!,0,watching second part rest power trayvon martin story urge watch
"https://youtu.be/qLpGdYVx-DM
Really black people are the most violent?",0,really black people violent
thank you for speaking out on the problems in the black community.,0,thank speaking problem black community
"Yea! We should beat up all white people, rob black owned stores, and cause massive riots wasting money! I bet 90% of yall don't work, stop wasting people money and just off yourself....I hope every single person their got shot...that didn't happen though, sadly.",1,yea beat white people rob black owned store cause massive riot wasting money bet yall dont work stop wasting people money yourselfi hope every single person got shotthat didnt happen though sadly
#blacklivesdontmatter,1,blacklivesdontmatter
Seeing the comments on here just proves how backward this country is. ,1,seeing comment prof backward country
The police should NOT! Be militarized! ,0,police militarized
dumb mf,1,dumb
"""You can't stop the revolution!"" Well, it's been 2 years... I'd say that they've done a pretty good job so far.",0,cant stop revolution well year say theyve done pretty good job far
"I feel sorry for what hapenned. But why thus think don't happen when a gang member kill another one??? Why you just go to the street when a cop kill a black male knowing that gang menbers they killing each other every day. I lost a family, a friend to that. And no one went to the streets and scream stop the killing but when is a police killing a black person whole world stop. Humans ",0,feel sorry hapenned thus think dont happen gang member kill another one street cop kill black male knowing gang menbers killing every day lost family friend one went street scream stop killing police killing black person whole world stop human
"burn public storage, that makes sense..",0,burn public storage make sense
they must be mad cause there quiet a few that have lost thier belts.,0,must mad cause quiet lost thier belt
GOOD ,0,good
the real criminals are on wall street those guys steal more money then any inmate in every Penitentiary every dreamed of stealing,1,real criminal wall street guy steal money inmate every penitentiary every dreamed stealing
"So this is the ""Revolution""? Setting your own neighbourhood on fire... good job, burn down some suburbs where these cops live... how does making yourself homeless achive anything?",1,revolution setting neighbourhood fire good job burn suburb cop live making homeless achive anything
"Molotov cocktail the local drink, and all she wants to do is dance, dance...",0,molotov cocktail local drink want dance dance
Brown Stepfather has his pants half way down. ,1,brown stepfather pant half way
"The trés totes hilars re this vid is that a grip of these ""revolutionaries"" are regular posters on Afro-Punk, which only has about seventeen massive corporate sponsors.  ""The revolution which will start now, is sponsored by the following multi-national corporations..."" ha ha ha.  Virtue signaling satire practically writes itself! :)",0,trs tote hilars vid grip revolutionary regular poster afropunk seventeen massive corporate sponsor revolution start sponsored following multinational corporation virtue signaling satire practically writes
